query,zone,source,latency,timestamp
q4_compare,Z5,cache,2.127240999470814,2026-04-16 22:05:32.113817
q4_compare,Z1,cache,2.1336779991543153,2026-04-16 22:05:32.217894
q2_area,Z1,cache,2.136757000698708,2026-04-16 22:05:32.321977
q2_area,Z2,generator,4.067554000357632,2026-04-16 22:05:32.427738
q2_area,Z1,generator,4.343703001723043,2026-04-16 22:05:32.533966
q3_density,Z4,generator,4.333217999374028,2026-04-16 22:05:32.640003
q2_area,Z4,cache,2.5966459998016944,2026-04-16 22:05:32.744473
q3_density,Z2,cache,2.074488998914603,2026-04-16 22:05:32.848458
q2_area,Z2,cache,2.134260999810067,2026-04-16 22:05:32.952439
q2_area,Z4,cache,2.116861000104109,2026-04-16 22:05:33.056460
q3_density,Z4,generator,3.857586001686286,2026-04-16 22:05:33.162211
q3_density,Z1,cache,2.0393869999679737,2026-04-16 22:05:33.266117
q3_density,Z4,cache,2.0721410000987817,2026-04-16 22:05:33.370248
q1_count,Z4,cache,2.0440890002646483,2026-04-16 22:05:33.475113
q4_compare,Z2,cache,2.2162900004332187,2026-04-16 22:05:33.579262
q1_count,Z4,generator,3.6526639996736776,2026-04-16 22:05:33.684803
q5_confidence_dist,Z4,cache,2.1269680000841618,2026-04-16 22:05:33.788758
q3_density,Z1,cache,2.0480169987422414,2026-04-16 22:05:33.892574
q1_count,Z4,generator,4.004954998890753,2026-04-16 22:05:33.998454
q3_density,Z1,cache,2.031316000284278,2026-04-16 22:05:34.102511
q4_compare,Z1,generator,6.248775998756173,2026-04-16 22:05:34.210624
q1_count,Z3,cache,2.1334749999368796,2026-04-16 22:05:34.314722
q2_area,Z2,cache,2.5888520012813387,2026-04-16 22:05:34.419202
q2_area,Z2,cache,2.585394999186974,2026-04-16 22:05:34.523680
q2_area,Z4,generator,3.9768110000295565,2026-04-16 22:05:34.629516
q1_count,Z4,cache,2.139771000656765,2026-04-16 22:05:34.733543
q2_area,Z2,cache,2.2088130008341977,2026-04-16 22:05:34.837658
q5_confidence_dist,Z1,cache,2.5939469996956177,2026-04-16 22:05:34.942107
q5_confidence_dist,Z4,cache,2.178034001190099,2026-04-16 22:05:35.046234
q5_confidence_dist,Z2,cache,2.1539999997912673,2026-04-16 22:05:35.150258
q1_count,Z2,cache,2.1113220009283395,2026-04-16 22:05:35.254222
q1_count,Z4,cache,2.0730729993374553,2026-04-16 22:05:35.358162
q1_count,Z4,cache,2.2042609998607077,2026-04-16 22:05:35.462172
q1_count,Z2,generator,4.102807000890607,2026-04-16 22:05:35.568379
q5_confidence_dist,Z2,cache,2.220723999926122,2026-04-16 22:05:35.672962
q2_area,Z2,cache,2.193713999076863,2026-04-16 22:05:35.776968
q1_count,Z4,generator,3.11863800015999,2026-04-16 22:05:35.882037
q1_count,Z2,cache,2.1344059987313813,2026-04-16 22:05:35.986127
q5_confidence_dist,Z5,cache,2.1321000003808876,2026-04-16 22:05:36.090479
q1_count,Z1,cache,2.0285610007704236,2026-04-16 22:05:36.194164
q3_density,Z2,generator,3.0928969990782207,2026-04-16 22:05:36.299232
q4_compare,Z3,cache,2.0760689985763747,2026-04-16 22:05:36.403470
q2_area,Z1,cache,2.128903000993887,2026-04-16 22:05:36.507511
q4_compare,Z1,generator,4.942118999679224,2026-04-16 22:05:36.614454
q4_compare,Z5,cache,2.126150000549387,2026-04-16 22:05:36.718523
q5_confidence_dist,Z5,cache,2.2650920000160113,2026-04-16 22:05:36.822718
q3_density,Z2,cache,2.136953000444919,2026-04-16 22:05:36.926653
q2_area,Z4,cache,2.0513159997790353,2026-04-16 22:05:37.030504
q1_count,Z2,cache,2.5899860011122655,2026-04-16 22:05:37.135044
q1_count,Z2,cache,2.456291000271449,2026-04-16 22:05:37.239118
q2_area,Z2,generator,3.9622149997740053,2026-04-16 22:05:37.345257
q3_density,Z4,cache,2.101951999065932,2026-04-16 22:05:37.449674
q5_confidence_dist,Z3,cache,2.4973639992822427,2026-04-16 22:05:37.554132
q2_area,Z3,generator,3.51162100014335,2026-04-16 22:05:37.659548
q3_density,Z5,generator,4.227800000080606,2026-04-16 22:05:37.765731
q2_area,Z5,generator,3.1898080014798325,2026-04-16 22:05:37.870842
q2_area,Z4,cache,2.1108310011186404,2026-04-16 22:05:37.974684
q3_density,Z4,cache,2.0977809999749297,2026-04-16 22:05:38.078522
q4_compare,Z5,generator,5.6730320011411095,2026-04-16 22:05:38.185990
q1_count,Z2,cache,2.036998999756179,2026-04-16 22:05:38.289817
q4_compare,Z1,generator,3.5246429997641826,2026-04-16 22:05:38.395641
q3_density,Z1,generator,3.8159939995239256,2026-04-16 22:05:38.502633
q3_density,Z1,cache,2.099194000038551,2026-04-16 22:05:38.606582
q2_area,Z4,cache,2.106441999785602,2026-04-16 22:05:38.710694
q4_compare,Z3,cache,2.1216149998508627,2026-04-16 22:05:38.814701
q1_count,Z5,cache,1.99508400146442,2026-04-16 22:05:38.918263
q1_count,Z1,generator,3.5764940002991352,2026-04-16 22:05:39.023583
q3_density,Z2,cache,2.0174370001768693,2026-04-16 22:05:39.127489
q2_area,Z4,cache,2.116564000971266,2026-04-16 22:05:39.231270
q4_compare,Z4,generator,6.008069000017713,2026-04-16 22:05:39.339102
q5_confidence_dist,Z5,cache,2.1231749997241423,2026-04-16 22:05:39.443169
q4_compare,Z2,cache,2.1338469996408094,2026-04-16 22:05:39.547074
q2_area,Z4,generator,3.8707539988536155,2026-04-16 22:05:39.652779
q4_compare,Z3,cache,2.0630389990401454,2026-04-16 22:05:39.756968
q5_confidence_dist,Z1,cache,2.080828999169171,2026-04-16 22:05:39.860971
q5_confidence_dist,Z1,cache,2.48703299985209,2026-04-16 22:05:39.965603
q3_density,Z4,generator,3.8026980000722688,2026-04-16 22:05:40.071376
q2_area,Z2,cache,2.1047600002930267,2026-04-16 22:05:40.175370
q3_density,Z1,generator,3.4964570004376583,2026-04-16 22:05:40.280595
q2_area,Z4,cache,2.2099130001151934,2026-04-16 22:05:40.384763
q3_density,Z3,cache,2.652641998793115,2026-04-16 22:05:40.489010
q3_density,Z2,generator,4.378671001177281,2026-04-16 22:05:40.595142
q4_compare,Z2,cache,2.1633230007864768,2026-04-16 22:05:40.699161
q5_confidence_dist,Z3,cache,2.124808999724337,2026-04-16 22:05:40.803197
q3_density,Z1,cache,2.0849860011367127,2026-04-16 22:05:40.907184
q4_compare,Z2,cache,2.590947000499,2026-04-16 22:05:41.011819
q4_compare,Z4,generator,5.602581000857754,2026-04-16 22:05:41.119642
q4_compare,Z1,generator,5.12817399976484,2026-04-16 22:05:41.226901
q3_density,Z5,generator,4.628946999218897,2026-04-16 22:05:41.333417
q2_area,Z1,cache,2.49573099972622,2026-04-16 22:05:41.437748
q1_count,Z3,cache,1.9962699989264365,2026-04-16 22:05:41.541744
q3_density,Z2,cache,2.600981999421492,2026-04-16 22:05:41.646203
q3_density,Z1,cache,2.119800001310068,2026-04-16 22:05:41.750189
q3_density,Z2,generator,4.05609699919296,2026-04-16 22:05:41.856360
q2_area,Z4,generator,4.710598001111066,2026-04-16 22:05:41.963116
q3_density,Z2,cache,2.08464600109437,2026-04-16 22:05:42.067131
q1_count,Z5,generator,4.01880500066909,2026-04-16 22:05:42.173191
q4_compare,Z4,generator,6.388727000739891,2026-04-16 22:05:42.281730
q5_confidence_dist,Z5,cache,2.2017080009391066,2026-04-16 22:05:42.385921
q3_density,Z1,cache,2.5064159999601543,2026-04-16 22:05:42.490326
q1_count,Z2,cache,2.546334000726347,2026-04-16 22:05:42.594599
q5_confidence_dist,Z4,cache,2.582889001132571,2026-04-16 22:05:42.699040
q2_area,Z5,cache,2.1404830004030373,2026-04-16 22:05:42.803103
q1_count,Z1,cache,2.501610999388504,2026-04-16 22:05:42.907519
q4_compare,Z5,cache,2.116715999363805,2026-04-16 22:05:43.011516
q5_confidence_dist,Z5,cache,2.1506970006157644,2026-04-16 22:05:43.115597
q1_count,Z1,generator,3.836537000097451,2026-04-16 22:05:43.221401
q1_count,Z3,generator,3.836751000562799,2026-04-16 22:05:43.327229
q4_compare,Z5,cache,2.164216999517521,2026-04-16 22:05:43.431386
q5_confidence_dist,Z1,cache,2.079312000205391,2026-04-16 22:05:43.535101
q5_confidence_dist,Z2,cache,2.1130100012669573,2026-04-16 22:05:43.639338
q5_confidence_dist,Z1,cache,2.13773600080458,2026-04-16 22:05:43.743252
q4_compare,Z1,generator,5.934945000262815,2026-04-16 22:05:43.851155
q4_compare,Z5,generator,6.273013999816612,2026-04-16 22:05:43.959713
q4_compare,Z1,generator,5.606756998531637,2026-04-16 22:05:44.067808
q1_count,Z4,cache,2.140194999810774,2026-04-16 22:05:44.171928
q3_density,Z1,generator,3.999385999122751,2026-04-16 22:05:44.277838
q5_confidence_dist,Z3,cache,2.1169949995965,2026-04-16 22:05:44.381717
q1_count,Z5,generator,4.081196000697673,2026-04-16 22:05:44.487741
q2_area,Z4,cache,2.1519910005736165,2026-04-16 22:05:44.591954
q5_confidence_dist,Z2,cache,2.1163490000617458,2026-04-16 22:05:44.696019
q4_compare,Z4,generator,5.426175999673433,2026-04-16 22:05:44.803465
q2_area,Z1,cache,2.1026779995736433,2026-04-16 22:05:44.907457
q3_density,Z2,cache,2.0792539999092696,2026-04-16 22:05:45.011416
q1_count,Z1,generator,3.845056999125518,2026-04-16 22:05:45.117171
q1_count,Z5,cache,2.6621070010151016,2026-04-16 22:05:45.221707
q1_count,Z3,generator,4.758142998980475,2026-04-16 22:05:45.328561
q1_count,Z2,cache,2.0811430003959686,2026-04-16 22:05:45.432602
q2_area,Z2,cache,2.057338999293279,2026-04-16 22:05:45.536678
q5_confidence_dist,Z3,cache,2.118219999829307,2026-04-16 22:05:45.640648
q2_area,Z5,cache,3.016237000338151,2026-04-16 22:05:45.746234
q4_compare,Z4,generator,6.2691969997104025,2026-04-16 22:05:45.854542
q3_density,Z2,generator,4.731832999823382,2026-04-16 22:05:45.961933
q1_count,Z4,cache,2.2180720006872434,2026-04-16 22:05:46.066176
q3_density,Z3,cache,2.2844819995953003,2026-04-16 22:05:46.170354
q3_density,Z5,generator,3.8931999988562893,2026-04-16 22:05:46.276254
q4_compare,Z1,cache,2.4331300010089763,2026-04-16 22:05:46.380613
q1_count,Z3,generator,4.706781999630039,2026-04-16 22:05:46.486931
q4_compare,Z1,cache,2.1125749990460463,2026-04-16 22:05:46.590890
q4_compare,Z4,cache,2.056024999546935,2026-04-16 22:05:46.694621
q3_density,Z3,cache,2.0793679996131686,2026-04-16 22:05:46.798889
q1_count,Z4,cache,2.094039000439807,2026-04-16 22:05:46.902961
q2_area,Z5,generator,5.1019050006289035,2026-04-16 22:05:47.009861
q1_count,Z1,generator,3.799976999289356,2026-04-16 22:05:47.115652
q2_area,Z5,cache,2.047736999884364,2026-04-16 22:05:47.219573
q5_confidence_dist,Z5,cache,2.082943001369131,2026-04-16 22:05:47.323476
q2_area,Z1,cache,2.468696000505588,2026-04-16 22:05:47.427740
q1_count,Z3,cache,2.3489089999202406,2026-04-16 22:05:47.531735
q1_count,Z5,generator,4.774880000695703,2026-04-16 22:05:47.638490
q1_count,Z1,cache,2.0894090012006927,2026-04-16 22:05:47.742429
q5_confidence_dist,Z3,cache,2.155649000997073,2026-04-16 22:05:47.846474
q2_area,Z2,cache,2.559709000706789,2026-04-16 22:05:47.950938
q2_area,Z2,cache,2.416618999632192,2026-04-16 22:05:48.055502
q5_confidence_dist,Z3,cache,2.166217998819775,2026-04-16 22:05:48.159379
q2_area,Z4,cache,2.1218790006969357,2026-04-16 22:05:48.263240
q4_compare,Z3,generator,6.008108999594697,2026-04-16 22:05:48.371493
q5_confidence_dist,Z1,cache,2.1247509994282154,2026-04-16 22:05:48.475391
q1_count,Z5,generator,4.346962001363863,2026-04-16 22:05:48.581867
q5_confidence_dist,Z4,cache,2.188137999837636,2026-04-16 22:05:48.685998
q1_count,Z2,cache,2.1272369995131157,2026-04-16 22:05:48.789816
q3_density,Z4,generator,3.5822099998767953,2026-04-16 22:05:48.895711
q5_confidence_dist,Z1,cache,2.9858199995942414,2026-04-16 22:05:49.000731
q3_density,Z2,cache,2.0776370001840405,2026-04-16 22:05:49.104620
q5_confidence_dist,Z1,cache,2.1173690001887735,2026-04-16 22:05:49.208550
q5_confidence_dist,Z5,cache,2.0982910009479383,2026-04-16 22:05:49.312522
q4_compare,Z2,cache,2.1617010006593773,2026-04-16 22:05:49.416698
q4_compare,Z5,cache,2.2934749995329184,2026-04-16 22:05:49.520664
q1_count,Z2,cache,2.085486999931163,2026-04-16 22:05:49.624495
q5_confidence_dist,Z3,cache,2.1669730012945365,2026-04-16 22:05:49.728390
q2_area,Z3,generator,4.713222000646056,2026-04-16 22:05:49.835024
q3_density,Z1,generator,4.026157999760471,2026-04-16 22:05:49.940797
q4_compare,Z4,generator,3.553034001015476,2026-04-16 22:05:50.046220
q4_compare,Z2,generator,5.637131998810219,2026-04-16 22:05:50.153810
q2_area,Z1,generator,3.203039001164143,2026-04-16 22:05:50.258976
q2_area,Z4,cache,2.1053950003988575,2026-04-16 22:05:50.362992
q1_count,Z3,generator,4.027619999760645,2026-04-16 22:05:50.469080
q1_count,Z2,cache,1.8958189994009444,2026-04-16 22:05:50.572952
q4_compare,Z5,cache,2.1482280008058297,2026-04-16 22:05:50.676924
q2_area,Z3,cache,2.1486420009750873,2026-04-16 22:05:50.780754
q1_count,Z3,cache,2.071381999485311,2026-04-16 22:05:50.884762
q3_density,Z1,cache,2.009961999647203,2026-04-16 22:05:50.988498
q3_density,Z4,generator,3.7574519992631394,2026-04-16 22:05:51.094260
q1_count,Z1,cache,2.144045000022743,2026-04-16 22:05:51.198329
q1_count,Z4,generator,3.7672930011467542,2026-04-16 22:05:51.304035
q1_count,Z5,cache,2.1295589995133923,2026-04-16 22:05:51.407982
q4_compare,Z3,generator,3.9292580004257616,2026-04-16 22:05:51.513803
q2_area,Z4,cache,2.0542659985949285,2026-04-16 22:05:51.617611
q1_count,Z4,cache,2.1188420014368603,2026-04-16 22:05:51.721560
q3_density,Z3,cache,2.0786520017281873,2026-04-16 22:05:51.825681
q1_count,Z4,cache,2.703676000237465,2026-04-16 22:05:51.930419
q4_compare,Z4,cache,1.9855610007653013,2026-04-16 22:05:52.034159
q5_confidence_dist,Z4,cache,2.140305001375964,2026-04-16 22:05:52.138201
q2_area,Z3,cache,2.1402040001703426,2026-04-16 22:05:52.242300
q3_density,Z2,cache,2.1071129995107185,2026-04-16 22:05:52.346353
q2_area,Z4,cache,1.995769000131986,2026-04-16 22:05:52.450078
q2_area,Z5,cache,2.091914000629913,2026-04-16 22:05:52.554077
q1_count,Z1,cache,2.041271998677985,2026-04-16 22:05:52.658072
q3_density,Z4,generator,3.769262000787421,2026-04-16 22:05:52.763797
q5_confidence_dist,Z3,cache,2.158168999812915,2026-04-16 22:05:52.867957
q3_density,Z2,generator,3.828680999504286,2026-04-16 22:05:52.973726
q2_area,Z4,cache,2.1552049984165933,2026-04-16 22:05:53.077753
q4_compare,Z5,cache,2.1290660006343387,2026-04-16 22:05:53.181653
q5_confidence_dist,Z1,cache,2.2227429999475135,2026-04-16 22:05:53.285730
q1_count,Z3,cache,2.083028000924969,2026-04-16 22:05:53.389822
q1_count,Z3,cache,2.154018000510405,2026-04-16 22:05:53.493979
q2_area,Z3,generator,4.734451000331319,2026-04-16 22:05:53.600720
q3_density,Z4,cache,2.1331309999368386,2026-04-16 22:05:53.704725
q3_density,Z1,generator,4.03013200048008,2026-04-16 22:05:53.810642
q4_compare,Z3,generator,3.937007999411435,2026-04-16 22:05:53.916583
q1_count,Z3,cache,2.1218239999143407,2026-04-16 22:05:54.020646
q4_compare,Z3,generator,5.375655000534607,2026-04-16 22:05:54.128076
q5_confidence_dist,Z4,cache,2.1665109998139087,2026-04-16 22:05:54.232091
q2_area,Z2,cache,2.1584529986284906,2026-04-16 22:05:54.336068
q5_confidence_dist,Z1,cache,2.134094000211917,2026-04-16 22:05:54.440077
q1_count,Z5,generator,4.2758770014188485,2026-04-16 22:05:54.546335
q2_area,Z1,cache,2.082476001305622,2026-04-16 22:05:54.650387
q5_confidence_dist,Z3,cache,2.130091001163237,2026-04-16 22:05:54.754438
q3_density,Z4,cache,2.10233300094842,2026-04-16 22:05:54.858447
q4_compare,Z3,generator,4.764027999044629,2026-04-16 22:05:54.965237
q3_density,Z5,cache,1.9577669991122093,2026-04-16 22:05:55.069210
q1_count,Z4,cache,2.0471970001381123,2026-04-16 22:05:55.173203
q4_compare,Z3,generator,5.366880999645218,2026-04-16 22:05:55.280624
q3_density,Z2,cache,2.176846001020749,2026-04-16 22:05:55.384777
q4_compare,Z5,generator,5.946866000158479,2026-04-16 22:05:55.492501
q5_confidence_dist,Z2,cache,2.1043440010544145,2026-04-16 22:05:55.596477
q5_confidence_dist,Z2,cache,2.174035000280128,2026-04-16 22:05:55.700665
q5_confidence_dist,Z5,cache,2.701450999666122,2026-04-16 22:05:55.805324
q2_area,Z2,generator,4.06630799989216,2026-04-16 22:05:55.911398
q5_confidence_dist,Z3,cache,2.161528000215185,2026-04-16 22:05:56.015481
q2_area,Z3,cache,2.5071039999602363,2026-04-16 22:05:56.119810
q2_area,Z2,cache,2.097849001074792,2026-04-16 22:05:56.223846
q1_count,Z4,generator,3.740441001355066,2026-04-16 22:05:56.329637
q3_density,Z1,cache,2.1162299999559764,2026-04-16 22:05:56.433740
q1_count,Z4,cache,2.1398139997472754,2026-04-16 22:05:56.537849
q4_compare,Z2,generator,5.434803999378346,2026-04-16 22:05:56.645339
q2_area,Z1,generator,3.6945809988537803,2026-04-16 22:05:56.751113
q1_count,Z4,cache,2.1651980005117366,2026-04-16 22:05:56.855239
q2_area,Z3,generator,4.28684700091253,2026-04-16 22:05:56.961486
q2_area,Z5,cache,2.1790920000057667,2026-04-16 22:05:57.065647
q4_compare,Z1,generator,6.017833999067079,2026-04-16 22:05:57.173743
q2_area,Z5,generator,4.52806899920688,2026-04-16 22:05:57.280269
q3_density,Z2,generator,4.445907999979681,2026-04-16 22:05:57.386855
q2_area,Z5,generator,4.536802000075113,2026-04-16 22:05:57.493437
q2_area,Z3,generator,5.105891001221607,2026-04-16 22:05:57.600647
q4_compare,Z1,generator,5.6370659985987,2026-04-16 22:05:57.708544
q3_density,Z3,generator,3.1506390005233698,2026-04-16 22:05:57.813869
q4_compare,Z4,generator,5.925772999034962,2026-04-16 22:05:57.921903
q1_count,Z5,generator,3.260741999838501,2026-04-16 22:05:58.027149
q3_density,Z3,cache,2.07387699992978,2026-04-16 22:05:58.131119
q3_density,Z1,generator,4.146737999690231,2026-04-16 22:05:58.237329
q4_compare,Z3,generator,6.040703001417569,2026-04-16 22:05:58.345443
q4_compare,Z3,generator,5.537487999390578,2026-04-16 22:05:58.453139
q3_density,Z1,cache,2.5125449992629,2026-04-16 22:05:58.557655
q3_density,Z2,cache,2.4991730006149737,2026-04-16 22:05:58.662118
q4_compare,Z5,generator,5.3650439986085985,2026-04-16 22:05:58.769416
q3_density,Z3,cache,2.5491540000075474,2026-04-16 22:05:58.873965
q5_confidence_dist,Z5,cache,2.0521520000329474,2026-04-16 22:05:58.977819
q5_confidence_dist,Z2,cache,2.066426999590476,2026-04-16 22:05:59.081571
q5_confidence_dist,Z4,cache,2.0997200008423533,2026-04-16 22:05:59.185588
q4_compare,Z5,cache,2.0920429997204337,2026-04-16 22:05:59.289648
q2_area,Z5,cache,2.063137999357423,2026-04-16 22:05:59.393655
q5_confidence_dist,Z1,cache,2.1993649988871766,2026-04-16 22:05:59.497716
q2_area,Z1,generator,4.300235999835422,2026-04-16 22:05:59.603974
q4_compare,Z3,cache,2.164745001209667,2026-04-16 22:05:59.707997
q3_density,Z5,cache,2.047634001428378,2026-04-16 22:05:59.811984
q3_density,Z2,cache,2.1155220001674024,2026-04-16 22:05:59.915959
q4_compare,Z5,cache,2.5120720001723384,2026-04-16 22:06:00.020491
q4_compare,Z3,generator,6.215121000423096,2026-04-16 22:06:00.128895
q4_compare,Z5,generator,5.540525000469643,2026-04-16 22:06:00.236561
q1_count,Z2,generator,3.987588999734726,2026-04-16 22:06:00.342637
q4_compare,Z3,generator,5.452573999718879,2026-04-16 22:06:00.450151
q3_density,Z5,cache,2.0918959999107756,2026-04-16 22:06:00.554168
q5_confidence_dist,Z4,cache,2.1483010004885728,2026-04-16 22:06:00.658085
q4_compare,Z2,cache,2.120151000781334,2026-04-16 22:06:00.762118
q5_confidence_dist,Z1,cache,2.165768000850221,2026-04-16 22:06:00.866173
q1_count,Z4,cache,2.2677260003547417,2026-04-16 22:06:00.970370
q4_compare,Z5,generator,5.452555998999742,2026-04-16 22:06:01.077910
q4_compare,Z3,cache,2.4878290005290182,2026-04-16 22:06:01.182203
q5_confidence_dist,Z2,cache,2.0683140010078205,2026-04-16 22:06:01.286273
q2_area,Z3,cache,2.270442000735784,2026-04-16 22:06:01.390493
q3_density,Z4,cache,2.107514999806881,2026-04-16 22:06:01.494566
q4_compare,Z4,cache,2.6467620009498205,2026-04-16 22:06:01.599033
q4_compare,Z2,generator,5.914524999752757,2026-04-16 22:06:01.706861
q4_compare,Z2,generator,5.135380999490735,2026-04-16 22:06:01.814074
q1_count,Z5,cache,2.076364999084035,2026-04-16 22:06:01.918055
q3_density,Z4,cache,2.420064000034472,2026-04-16 22:06:02.022184
q3_density,Z4,cache,2.081024000290199,2026-04-16 22:06:02.126021
q5_confidence_dist,Z5,cache,2.163225999538554,2026-04-16 22:06:02.230128
q1_count,Z1,cache,2.4748750001890585,2026-04-16 22:06:02.334403
q3_density,Z1,cache,2.5364239991176873,2026-04-16 22:06:02.438814
q5_confidence_dist,Z2,cache,2.1286339997459436,2026-04-16 22:06:02.542901
q2_area,Z2,cache,2.5629619995015673,2026-04-16 22:06:02.647656
q5_confidence_dist,Z3,cache,2.0728830004372867,2026-04-16 22:06:02.751632
q5_confidence_dist,Z1,cache,2.0607799997378606,2026-04-16 22:06:02.855417
q5_confidence_dist,Z4,cache,2.884407000237843,2026-04-16 22:06:02.960293
q3_density,Z5,cache,2.0298760009609396,2026-04-16 22:06:03.064198
q5_confidence_dist,Z2,cache,2.1112429985805647,2026-04-16 22:06:03.168104
q4_compare,Z5,generator,5.137771999216056,2026-04-16 22:06:03.275704
q4_compare,Z1,cache,2.1198020003794227,2026-04-16 22:06:03.379661
q5_confidence_dist,Z2,cache,2.1712800007662736,2026-04-16 22:06:03.483507
q2_area,Z2,cache,2.8460719986469485,2026-04-16 22:06:03.588265
q1_count,Z2,cache,2.0621229996322654,2026-04-16 22:06:03.692151
q2_area,Z5,cache,2.82066100044176,2026-04-16 22:06:03.796760
q3_density,Z1,cache,2.110487999743782,2026-04-16 22:06:03.900563
q2_area,Z3,generator,5.305136999595561,2026-04-16 22:06:04.008200
q1_count,Z3,generator,4.686361000494799,2026-04-16 22:06:04.115183
q4_compare,Z2,generator,5.826680999234668,2026-04-16 22:06:04.223060
q2_area,Z1,generator,4.460431999177672,2026-04-16 22:06:04.329573
q1_count,Z1,cache,2.2634309989371104,2026-04-16 22:06:04.434233
q1_count,Z5,cache,2.4644959994475357,2026-04-16 22:06:04.538629
q5_confidence_dist,Z4,cache,2.0923529991705436,2026-04-16 22:06:04.642509
q4_compare,Z5,generator,5.930660001467913,2026-04-16 22:06:04.750280
q1_count,Z1,generator,3.5663170001498656,2026-04-16 22:06:04.855872
q5_confidence_dist,Z5,cache,2.1541189998970367,2026-04-16 22:06:04.960074
q5_confidence_dist,Z5,cache,2.136227001756197,2026-04-16 22:06:05.064252
q5_confidence_dist,Z2,cache,2.1746040001744404,2026-04-16 22:06:05.168156
q5_confidence_dist,Z5,cache,2.081483000438311,2026-04-16 22:06:05.271897
q3_density,Z2,cache,2.033705999565427,2026-04-16 22:06:05.375592
q2_area,Z1,cache,2.0765269982803147,2026-04-16 22:06:05.479483
q1_count,Z4,cache,2.1210560007602908,2026-04-16 22:06:05.583427
q2_area,Z2,generator,4.197821001071134,2026-04-16 22:06:05.689439
q1_count,Z1,cache,2.0293300003686454,2026-04-16 22:06:05.793386
q2_area,Z1,generator,3.9724420003039995,2026-04-16 22:06:05.899275
q1_count,Z1,cache,2.0027179998578504,2026-04-16 22:06:06.002995
q4_compare,Z2,generator,5.064949000370689,2026-04-16 22:06:06.110086
q1_count,Z5,cache,2.0892600005026907,2026-04-16 22:06:06.214098
q2_area,Z3,cache,2.136077000614023,2026-04-16 22:06:06.318127
q1_count,Z1,cache,2.118395999787026,2026-04-16 22:06:06.422087
q1_count,Z5,cache,2.151224000044749,2026-04-16 22:06:06.526170
q1_count,Z2,cache,2.158779998353566,2026-04-16 22:06:06.630284
q1_count,Z3,generator,3.3008699992933543,2026-04-16 22:06:06.735582
q2_area,Z5,cache,2.074079999147216,2026-04-16 22:06:06.839442
q1_count,Z4,cache,2.5427370001125382,2026-04-16 22:06:06.943703
q3_density,Z2,cache,2.1090749996801605,2026-04-16 22:06:07.047733
q4_compare,Z4,cache,2.1446619994094362,2026-04-16 22:06:07.151970
q1_count,Z2,generator,3.8244549996306887,2026-04-16 22:06:07.259081
q1_count,Z5,cache,2.0619250008167,2026-04-16 22:06:07.362880
q2_area,Z3,generator,3.9887179991637822,2026-04-16 22:06:07.468822
q1_count,Z3,cache,2.690114999495563,2026-04-16 22:06:07.573465
q3_density,Z1,cache,2.0441230008145794,2026-04-16 22:06:07.677221
q2_area,Z1,cache,2.5738770000316435,2026-04-16 22:06:07.781717
q2_area,Z1,generator,4.067337000378757,2026-04-16 22:06:07.887648
q5_confidence_dist,Z3,cache,2.5539819998812163,2026-04-16 22:06:07.991916
q5_confidence_dist,Z2,cache,2.1361610015446786,2026-04-16 22:06:08.095969
q3_density,Z3,generator,4.36653199903958,2026-04-16 22:06:08.202301
q2_area,Z3,cache,2.5713079994602595,2026-04-16 22:06:08.306876
q3_density,Z5,cache,2.169096998841269,2026-04-16 22:06:08.410914
q3_density,Z3,generator,4.149185000642319,2026-04-16 22:06:08.517162
q5_confidence_dist,Z1,cache,2.1089869987918064,2026-04-16 22:06:08.621221
q4_compare,Z3,generator,5.647653999403701,2026-04-16 22:06:08.728830
q4_compare,Z4,generator,5.691913998816744,2026-04-16 22:06:08.836476
q4_compare,Z4,generator,5.853497999851243,2026-04-16 22:06:08.944551
q2_area,Z4,cache,2.169442999729654,2026-04-16 22:06:09.048631
q3_density,Z3,cache,2.0843649999733316,2026-04-16 22:06:09.152419
q3_density,Z1,cache,2.112706999469083,2026-04-16 22:06:09.256334
q3_density,Z2,cache,2.1318969993444625,2026-04-16 22:06:09.360273
q4_compare,Z5,generator,6.134209999800078,2026-04-16 22:06:09.468606
q2_area,Z5,cache,2.047078000032343,2026-04-16 22:06:09.572671
q5_confidence_dist,Z2,cache,2.058341999145341,2026-04-16 22:06:09.676470
q5_confidence_dist,Z4,cache,2.1744310015492374,2026-04-16 22:06:09.780621
q1_count,Z4,cache,2.150690999769722,2026-04-16 22:06:09.884615
q5_confidence_dist,Z4,cache,2.150013000573381,2026-04-16 22:06:09.988743
q3_density,Z3,cache,2.138890999049181,2026-04-16 22:06:10.092764
q4_compare,Z2,generator,3.686838999783504,2026-04-16 22:06:10.198440
q1_count,Z5,cache,2.124255999660818,2026-04-16 22:06:10.302858
q4_compare,Z5,cache,2.604524999696878,2026-04-16 22:06:10.407425
q5_confidence_dist,Z3,cache,2.115668001351878,2026-04-16 22:06:10.511244
q1_count,Z2,cache,2.1216570003161905,2026-04-16 22:06:10.615291
q1_count,Z4,cache,2.0510520007519517,2026-04-16 22:06:10.719215
q2_area,Z2,cache,2.0909190006932477,2026-04-16 22:06:10.823166
q5_confidence_dist,Z1,cache,2.157744000214734,2026-04-16 22:06:10.927267
q3_density,Z3,cache,2.081069998894236,2026-04-16 22:06:11.031213
